Carregando dados limpos de:
c:\Users\mpoli\Desktop\UFOP\9 PERIODO\TCC\Scripts\ModelData\Bahrain Grand Prix\bahrain_grand_prix_cleaned_data.csv

--- COMPARAÇÃO LINEAR REGRESSION WALK FORWARD (WF) ---
Ratio  Laps  Folds  RMSE_Media      IC_95%_RMSE  MAE_Media       IC_95%_MAE  R2_Media          IC_95%_R2
  20%    18             28-30              2759                  2381                      378              37 0.3609 0.2870  0.8661
  25%    15             28-30              2759                  2381                      378              37 0.3609 0.2870  0.8661
  40%     9             28-32              2759                  2381                      378              52 0.3679 0.2978  0.8652
  35%    11             28-31              2759                  2381                      378              52 0.3679 0.2978  0.8652
  30%    14             28-31              2759                  2381                      378              52 0.3679 0.2978  0.8652
  60%     8             36-42              2811                  2381                      430              98 0.3706 0.3086  0.8073
  25%     5             18-20              2596                  2381                      215              44 0.3733 0.2993  0.5845
  20%     8             18-20              2596                  2381                      215              44 0.3733 0.2993  0.5845
  30%     1             15-18              2563                  2381                      182              46 0.3758 0.2976  0.7070
  15%    20             28-29              2759                  2381                      378              23 0.3799 0.3023  0.7895
  12%    21             28-29              2759                  2381                      378              23 0.3799 0.3023  0.7895
  10%    22             28-29              2759                  2381                      378              23 0.3799 0.3023  0.7895
  12%    46             56-57              3127                  2381                      746              34 0.3827 0.3256  0.7536
  15%    45             56-57              3127                  2381                      746              34 0.3827 0.3256  0.7536
  10%    47             56-57              3127                  2381                      746              34 0.3827 0.3256  0.7536
  40%    18             37-41              2814                  2381                      433              77 0.3852 0.3272  0.7998
   5%    13             17-17              2585                  2381                      204              11 0.3858 0.3150  0.6356
  25%    16             29-31              2771                  2381                      390              40 0.3873 0.3208  0.8576
  20%    19             29-31              2771                  2381                      390              40 0.3873 0.3208  0.8576
  40%    10             29-33              2771                  2381                      390              40 0.3873 0.3208  0.8576
  60%     1             29-35              2771                  2381                      390              40 0.3873 0.3208  0.8576
  30%    15             29-32              2771                  2381                      390              40 0.3873 0.3208  0.8576
  35%    12             29-32              2771                  2381                      390              40 0.3873 0.3208  0.8576
  15%    21             29-30              2771                  2381                      390              25 0.3883 0.3193  0.8538
  10%    23             29-30              2771                  2381                      390              25 0.3883 0.3193  0.8538
  12%    22             29-30              2771                  2381                      390              25 0.3883 0.3193  0.8538
  12%    11             18-19              2596                  2381                      215              27 0.3901 0.3189  0.4641
  10%    12             18-19              2596                  2381                      215              27 0.3901 0.3189  0.4641
  15%    10             18-19              2596                  2381                      215              27 0.3901 0.3189  0.4641
   5%    27             31-31              2796                  2381                      415              15 0.3904 0.3239  0.8587
  12%    24             31-32              2796                  2381                      415              15 0.3904 0.3239  0.8587
  15%    23             31-32              2796                  2381                      415              15 0.3904 0.3239  0.8587
  40%    12             31-35              2796                  2381                      415              15 0.3904 0.3239  0.8587
  10%    25             31-32              2796                  2381                      415              15 0.3904 0.3239  0.8587
  35%    14             31-34              2796                  2381                      415              15 0.3904 0.3239  0.8587
  25%    18             31-33              2796                  2381                      415              15 0.3904 0.3239  0.8587
  30%    17             31-34              2796                  2381                      415              15 0.3904 0.3239  0.8587
  20%    21             31-33              2796                  2381                      415              15 0.3904 0.3239  0.8587
  30%    23             38-41              2821                  2381                      440              70 0.3915 0.3341  0.7716
  35%    20             38-41              2821                  2381                      440              70 0.3915 0.3341  0.7716
  60%     7             35-41              2811                  2381                      430              80 0.3990 0.3383  0.7830
  60%     2             30-36              2782                  2381                      401              32 0.3991 0.3228  0.8578
  30%     3             17-20              2585                  2381                      204              55 0.3997 0.3212  0.5678
  30%     2             16-19              2574                  2381                      193              49 0.4035 0.3253  0.5318
  35%    19             37-40              2814                  2381                      433              58 0.4083 0.3516  0.7757
  30%    22             37-40              2814                  2381                      433              58 0.4083 0.3516  0.7757
  20%     6             16-18              2574                  2381                      193              35 0.4111 0.3284  0.5370
  25%     3             16-18              2574                  2381                      193              35 0.4111 0.3284  0.5370
  25%     4             17-19              2585                  2381                      204              38 0.4160 0.3411  0.4895
  20%     7             17-19              2585                  2381                      204              38 0.4160 0.3411  0.4895
  25%    23             38-40              2821                  2381                      440              51 0.4180 0.3622  0.7318
  20%    26             38-40              2821                  2381                      440              51 0.4180 0.3622  0.7318
  60%     3             31-37              2796                  2381                      415              25 0.4186 0.3492  0.8728
   5%     5               9-9              2487                  2381                      106              14 0.4188 0.3334  0.3541
   5%    31             39-39              2837                  2381                      456              17 0.4224 0.3848  0.7453
  40%    17             36-40              2811                  2381                      430              61 0.4237 0.3648  0.7557
  60%     6             34-40              2811                  2381                      430              61 0.4237 0.3648  0.7557
   5%    49             57-57              3145                  2381                      764              16 0.4241 0.3815  0.7022
   5%     1               5-5              2420                  2381                       39              17 0.4397 0.3379  0.5593
  12%    10             17-18              2585                  2381                      204              24 0.4443 0.3664  0.4687
  15%     9             17-18              2585                  2381                      204              24 0.4443 0.3664  0.4687
  10%    11             17-18              2585                  2381                      204              24 0.4443 0.3664  0.4687
   5%    14             18-18              2596                  2381                      215              13 0.4454 0.3719  0.3228
  25%    20             35-37              2811                  2381                      430              10 0.4540 0.3866  0.8094
  12%    26             36-37              2811                  2381                      430              10 0.4540 0.3866  0.8094
  20%    23             35-37              2811                  2381                      430              10 0.4540 0.3866  0.8094
  15%    25             36-37              2811                  2381                      430              10 0.4540 0.3866  0.8094
  10%    27             36-37              2811                  2381                      430              10 0.4540 0.3866  0.8094
  35%    16             34-37              2811                  2381                      430              10 0.4540 0.3866  0.8094
  40%    14             33-37              2811                  2381                      430              10 0.4540 0.3866  0.8094
  30%    19             34-37              2811                  2381                      430              10 0.4540 0.3866  0.8094
   5%    25             29-29              2771                  2381                      390              11 0.4544 0.3937  0.6710
  25%    22             37-39              2814                  2381                      433              40 0.4553 0.4082  0.7342
  20%    25             37-39              2814                  2381                      433              40 0.4553 0.4082  0.7342
  40%    16             35-39              2811                  2381                      430              43 0.4718 0.4224  0.7093
  30%    21             36-39              2811                  2381                      430              43 0.4718 0.4224  0.7093
  60%     5             33-39              2811                  2381                      430              43 0.4718 0.4224  0.7093
  35%    18             36-39              2811                  2381                      430              43 0.4718 0.4224  0.7093
  10%    29             38-39              2821                  2381                      440              33 0.4798 0.4357  0.6415
  15%    27             38-39              2821                  2381                      440              33 0.4798 0.4357  0.6415
  12%    28             38-39              2821                  2381                      440              33 0.4798 0.4357  0.6415
  12%    27             37-38              2814                  2381                      433              23 0.4932 0.4424  0.7077
  15%    26             37-38              2814                  2381                      433              23 0.4932 0.4424  0.7077
  10%    28             37-38              2814                  2381                      433              23 0.4932 0.4424  0.7077
  20%    24             36-38              2811                  2381                      430              26 0.5133 0.4607  0.6734
  25%    21             36-38              2811                  2381                      430              26 0.5133 0.4607  0.6734
  30%    20             35-38              2811                  2381                      430              26 0.5133 0.4607  0.6734
  40%    15             34-38              2811                  2381                      430              26 0.5133 0.4607  0.6734
  35%    17             35-38              2811                  2381                      430              26 0.5133 0.4607  0.6734
  60%     4             32-38              2811                  2381                      430              26 0.5133 0.4607  0.6734
   5%    30             38-38              2821                  2381                      440              16 0.5472 0.5065  0.4791
  15%    24             35-36              2811                  2381                      430               3 0.6498 0.6128 -0.7302
  25%    19             34-36              2811                  2381                      430               3 0.6498 0.6128 -0.7302
  30%    18             33-36              2811                  2381                      430               3 0.6498 0.6128 -0.7302
  20%    22             34-36              2811                  2381                      430               3 0.6498 0.6128 -0.7302
  12%    25             35-36              2811                  2381                      430               3 0.6498 0.6128 -0.7302
  40%    13             32-36              2811                  2381                      430               3 0.6498 0.6128 -0.7302
  10%    26             35-36              2811                  2381                      430               3 0.6498 0.6128 -0.7302
  35%    15             33-36              2811                  2381                      430               3 0.6498 0.6128 -0.7302
   5%    28             36-36              2811                  2381                      430               3 0.6498 0.6128 -0.7302
Arquivos .txt salvos em: c:\Users\mpoli\Desktop\UFOP\9 PERIODO\TCC\Scripts\Results\lr_wf_fold_results\bahrain_grand_prix\wf_2025
