Carregando dados limpos de:
c:\Users\mpoli\Desktop\UFOP\9 PERIODO\TCC\Scripts\ModelData\Italian Grand Prix\italian_grand_prix_cleaned_data.csv

--- COMPARAÇÃO LINEAR REGRESSION WALK FORWARD (WF) ---
Ratio  Laps  Folds  RMSE_Media      IC_95%_RMSE  MAE_Media       IC_95%_MAE  R2_Media        IC_95%_R2
   5%     3     49      0.5782 [0.4326, 0.7238]     0.4307  [0.335, 0.5264]    0.7214 [0.5211, 0.9217]
  60%     5             31-37              2647                  2178                      469             112 0.3002 0.2393 0.5950
  40%    17             35-38              2709                  2178                      531              66 0.3007 0.2465 0.4723
  35%    19             35-38              2709                  2178                      531              66 0.3007 0.2465 0.4723
  12%    15             21-22              2492                  2178                      314              31 0.3016 0.2621 0.6848
  15%    13             21-22              2492                  2178                      314              31 0.3016 0.2621 0.6848
  20%    11             21-22              2492                  2178                      314              31 0.3016 0.2621 0.6848
  25%    13             25-27              2559                  2178                      381              45 0.3022 0.2512 0.6041
  30%    11             25-27              2559                  2178                      381              45 0.3022 0.2512 0.6041
  12%    22             28-29              2604                  2178                      426              28 0.3032 0.2566 0.4734
  20%    18             28-29              2604                  2178                      426              28 0.3032 0.2566 0.4734
  15%    20             28-29              2604                  2178                      426              28 0.3032 0.2566 0.4734
   5%     2               6-6              2226                  2178                       48              17 0.3062 0.2531 0.5140
  25%    36             48-50              2905                  2178                      727              44 0.3077 0.2314 0.6908
  30%    34             48-50              2905                  2178                      727              44 0.3077 0.2314 0.6908
  10%    43             49-49              2922                  2178                      744              14 0.3089 0.1944 0.6793
   5%    45             49-49              2922                  2178                      744              14 0.3089 0.1944 0.6793
  35%    11             27-30              2590                  2178                      412              57 0.3100 0.2657 0.4611
  40%     9             27-30              2590                  2178                      412              57 0.3100 0.2657 0.4611
  60%     6             32-38              2663                  2178                      485             112 0.3106 0.2498 0.5681
  10%    16             22-22              2506                  2178                      328              17 0.3132 0.2783 0.7212
   5%    18             22-22              2506                  2178                      328              17 0.3132 0.2783 0.7212
  20%    17             27-28              2590                  2178                      412              27 0.3158 0.2562 0.4093
  15%    19             27-28              2590                  2178                      412              27 0.3158 0.2562 0.4093
  12%    21             27-28              2590                  2178                      412              27 0.3158 0.2562 0.4093
  20%    42             52-53              2964                  2178                      786              30 0.3160 0.2619 0.7452
  12%    46             52-53              2964                  2178                      786              30 0.3160 0.2619 0.7452
  15%    44             52-53              2964                  2178                      786              30 0.3160 0.2619 0.7452
  20%    23             33-34              2679                  2178                      501              30 0.3180 0.2573 0.5765
  12%    27             33-34              2679                  2178                      501              30 0.3180 0.2573 0.5765
  15%    25             33-34              2679                  2178                      501              30 0.3180 0.2573 0.5765
  40%     8             26-29              2575                  2178                      397              57 0.3181 0.2675 0.5360
  35%    10             26-29              2575                  2178                      397              57 0.3181 0.2675 0.5360
  25%    21             33-35              2679                  2178                      501              45 0.3186 0.2608 0.5069
  30%    19             33-35              2679                  2178                      501              45 0.3186 0.2608 0.5069
  60%     7             33-39              2679                  2178                      501             109 0.3187 0.2648 0.4791
  60%     8             34-40              2694                  2178                      516             103 0.3198 0.2672 0.4842
  12%    20             26-27              2575                  2178                      397              29 0.3207 0.2648 0.5562
  15%    18             26-27              2575                  2178                      397              29 0.3207 0.2648 0.5562
  20%    16             26-27              2575                  2178                      397              29 0.3207 0.2648 0.5562
  35%    18             34-37              2694                  2178                      516              65 0.3213 0.2612 0.3939
  40%    16             34-37              2694                  2178                      516              65 0.3213 0.2612 0.3939
  12%    42             48-49              2905                  2178                      727              31 0.3221 0.2412 0.6158
  20%    38             48-49              2905                  2178                      727              31 0.3221 0.2412 0.6158
  15%    40             48-49              2905                  2178                      727              31 0.3221 0.2412 0.6158
  20%    25             35-36              2709                  2178                      531              33 0.3250 0.2621 0.3789
  15%    27             35-36              2709                  2178                      531              33 0.3250 0.2621 0.3789
  12%    29             35-36              2709                  2178                      531              33 0.3250 0.2621 0.3789
  15%    26             34-35              2694                  2178                      516              30 0.3277 0.2658 0.3132
  20%    24             34-35              2694                  2178                      516              30 0.3277 0.2658 0.3132
  12%    28             34-35              2694                  2178                      516              30 0.3277 0.2658 0.3132
   5%    44             48-48              2905                  2178                      727              17 0.3331 0.2812 0.5494
  10%    42             48-48              2905                  2178                      727              17 0.3331 0.2812 0.5494
  30%    13             27-29              2590                  2178                      412              42 0.3334 0.2855 0.3929
  25%    15             27-29              2590                  2178                      412              42 0.3334 0.2855 0.3929
  40%    15             33-36              2679                  2178                      501              63 0.3336 0.2703 0.4824
  35%    17             33-36              2679                  2178                      501              63 0.3336 0.2703 0.4824
   5%    32             36-36              2724                  2178                      546              18 0.3375 0.2731 0.4790
  10%    30             36-36              2724                  2178                      546              18 0.3375 0.2731 0.4790
  10%    28             34-34              2694                  2178                      516              15 0.3410 0.2706 0.3982
   5%    30             34-34              2694                  2178                      516              15 0.3410 0.2706 0.3982
  25%    22             34-36              2694                  2178                      516              48 0.3419 0.2756 0.3563
  30%    20             34-36              2694                  2178                      516              48 0.3419 0.2756 0.3563
  10%    23             29-29              2617                  2178                      439              15 0.3487 0.3204 0.4098
   5%    25             29-29              2617                  2178                      439              15 0.3487 0.3204 0.4098
  10%    47             53-53              2980                  2178                      802              14 0.3682 0.3199 0.7566
   5%    49             53-53              2980                  2178                      802              14 0.3682 0.3199 0.7566
  10%    21             27-27              2590                  2178                      412              14 0.3719 0.3221 0.2778
   5%    23             27-27              2590                  2178                      412              14 0.3719 0.3221 0.2778
   5%     1               5-5              2208                  2178                       30              18 0.4129 0.3227 0.3083
Arquivos .txt salvos em: c:\Users\mpoli\Desktop\UFOP\9 PERIODO\TCC\Scripts\Results\lr_wf_fold_results\italian_grand_prix\wf_2025
