Carregando dados limpos de:
c:\Users\mpoli\Desktop\UFOP\9 PERIODO\TCC\Scripts\ModelData\United States Grand Prix\united_states_grand_prix_cleaned_data.csv

--- COMPARAÇÃO LINEAR REGRESSION WALK FORWARD (WF) ---
Ratio  Laps  Folds  RMSE_Media              IC_95%_RMSE  MAE_Media               IC_95%_MAE      R2_Media                         IC_95%_R2
  10%    12             20-20              2460                  2215                      245              17 0.3366 0.2821  0.6665
   5%    14             20-20              2460                  2215                      245              17 0.3366 0.2821  0.6665
  60%     8             35-41              2678                  2215                      463             117 0.3380 0.2701  0.7715
  35%    11             28-31              2592                  2215                      377              53 0.3386 0.2674  0.7221
  30%    14             28-31              2592                  2215                      377              53 0.3386 0.2674  0.7221
  10%    44             52-52              2979                  2215                      764              18 0.3392 0.2539  0.7787
   5%    46             52-52              2979                  2215                      764              18 0.3392 0.2539  0.7787
  15%    20             28-29              2592                  2215                      377              31 0.3413 0.2483  0.7137
  12%    21             28-29              2592                  2215                      377              31 0.3413 0.2483  0.7137
  12%    33             40-41              2759                  2215                      544              36 0.3429 0.2815  0.7102
  15%    32             40-41              2759                  2215                      544              36 0.3429 0.2815  0.7102
  20%    41             51-53              2961                  2215                      746              55 0.3431 0.2669  0.7883
  25%    38             51-53              2961                  2215                      746              55 0.3431 0.2669  0.7883
   5%    35             41-41              2777                  2215                      562              18 0.3448 0.2818  0.6991
  10%    33             41-41              2777                  2215                      562              18 0.3448 0.2818  0.6991
  35%    18             35-38              2678                  2215                      463              63 0.3468 0.2816  0.7922
  30%    21             35-38              2678                  2215                      463              63 0.3468 0.2816  0.7922
  60%    21             48-54              2905                  2215                      690             128 0.3480 0.2749  0.7579
  12%    12             19-20              2441                  2215                      226              36 0.3483 0.2619  0.7299
  15%    11             19-20              2441                  2215                      226              36 0.3483 0.2619  0.7299
  60%     6             33-39              2656                  2215                      441             103 0.3532 0.2790  0.7523
  40%    10             29-33              2608                  2215                      393              59 0.3542 0.2899  0.6436
  60%    22             49-55              2923                  2215                      708             126 0.3554 0.2699  0.7755
   5%    22             28-28              2592                  2215                      377              16 0.3564 0.2470  0.7523
  10%    20             28-28              2592                  2215                      377              16 0.3564 0.2470  0.7523
  40%    15             34-38              2667                  2215                      452              74 0.3578 0.2918  0.7621
  15%    43             51-52              2961                  2215                      746              36 0.3602 0.2766  0.7356
  12%    44             51-52              2961                  2215                      746              36 0.3602 0.2766  0.7356
  10%    15             23-23              2510                  2215                      295              15 0.3625 0.2956  0.6086
   5%    17             23-23              2510                  2215                      295              15 0.3625 0.2956  0.6086
  40%    31             50-54              2942                  2215                      727              91 0.3636 0.2791  0.7553
  20%    25             35-37              2678                  2215                      463              47 0.3643 0.2972  0.7926
  25%    22             35-37              2678                  2215                      463              47 0.3643 0.2972  0.7926
  35%    13             30-33              2623                  2215                      408              44 0.3659 0.3076  0.6187
  30%    16             30-33              2623                  2215                      408              44 0.3659 0.3076  0.6187
  10%    48             56-56              3049                  2215                      834              14 0.3661 0.3078  0.3750
   5%    50             56-56              3049                  2215                      834              14 0.3661 0.3078  0.3750
  10%    11             19-19              2441                  2215                      226              19 0.3662 0.2545  0.7508
   5%    13             19-19              2441                  2215                      226              19 0.3662 0.2545  0.7508
  60%    23             50-56              2942                  2215                      727             121 0.3694 0.2800  0.7611
  60%     1             28-34              2592                  2215                      377              86 0.3706 0.2919  0.6843
  60%     5             32-38              2645                  2215                      430              96 0.3733 0.3065  0.7367
  30%    20             34-37              2667                  2215                      452              58 0.3739 0.3069  0.7569
  35%    17             34-37              2667                  2215                      452              58 0.3739 0.3069  0.7569
   5%    45             51-51              2961                  2215                      746              18 0.3756 0.2961  0.6919
  10%    43             51-51              2961                  2215                      746              18 0.3756 0.2961  0.6919
  60%     4             31-37              2633                  2215                      418              92 0.3780 0.3129  0.7437
  60%     2             29-35              2608                  2215                      393              84 0.3781 0.3146  0.7243
  20%    21             31-33              2633                  2215                      418              34 0.3782 0.3218  0.5910
  25%    18             31-33              2633                  2215                      418              34 0.3782 0.3218  0.5910
  40%    11             30-34              2623                  2215                      408              55 0.3799 0.3166  0.6134
  60%     3             30-36              2623                  2215                      408              85 0.3809 0.3192  0.7342
  12%    48             55-56              3033                  2215                      818              30 0.3818 0.2814  0.7783
  15%    47             55-56              3033                  2215                      818              30 0.3818 0.2814  0.7783
  40%    33             52-56              2979                  2215                      764              84 0.3840 0.2895  0.7684
  20%    42             52-54              2979                  2215                      764              54 0.3848 0.2945  0.7627
  25%    39             52-54              2979                  2215                      764              54 0.3848 0.2945  0.7627
  15%     2             10-11              2282                  2215                       67              35 0.3850 0.2965  0.6649
  12%     3             10-11              2282                  2215                       67              35 0.3850 0.2965  0.6649
  30%    37             51-54              2961                  2215                      746              72 0.3853 0.2969  0.7466
  35%    34             51-54              2961                  2215                      746              72 0.3853 0.2969  0.7466
  30%    38             52-55              2979                  2215                      764              70 0.3870 0.2854  0.7919
  35%    35             52-55              2979                  2215                      764              70 0.3870 0.2854  0.7919
  40%    32             51-55              2961                  2215                      746              88 0.3871 0.2889  0.7761
  15%    27             35-36              2678                  2215                      463              30 0.3873 0.3303  0.7906
  12%    28             35-36              2678                  2215                      463              30 0.3873 0.3303  0.7906
  30%    17             31-34              2633                  2215                      418              45 0.3914 0.3299  0.5798
  35%    14             31-34              2633                  2215                      418              45 0.3914 0.3299  0.5798
  40%    14             33-37              2656                  2215                      441              69 0.3915 0.3204  0.7153
  10%    47             55-55              3033                  2215                      818              16 0.3934 0.2582  0.8515
   5%    49             55-55              3033                  2215                      818              16 0.3934 0.2582  0.8515
  20%    24             34-36              2667                  2215                      452              41 0.3943 0.3351  0.7415
  25%    21             34-36              2667                  2215                      452              41 0.3943 0.3351  0.7415
  30%    39             53-56              2997                  2215                      782              66 0.3948 0.2977  0.7662
  35%    36             53-56              2997                  2215                      782              66 0.3948 0.2977  0.7662
  40%    13             32-36              2645                  2215                      430              63 0.4000 0.3384  0.7032
  12%    25             32-33              2645                  2215                      430              22 0.4001 0.3322  0.4629
  15%    24             32-33              2645                  2215                      430              22 0.4001 0.3322  0.4629
  25%    40             53-55              2997                  2215                      782              52 0.4015 0.2953  0.7954
  20%    43             53-55              2997                  2215                      782              52 0.4015 0.2953  0.7954
  40%    12             31-35              2633                  2215                      418              59 0.4017 0.3456  0.7011
  15%    45             53-54              2997                  2215                      782              36 0.4035 0.3121  0.7586
  12%    46             53-54              2997                  2215                      782              36 0.4035 0.3121  0.7586
  25%    19             32-34              2645                  2215                      430              33 0.4071 0.3390  0.4864
  20%    22             32-34              2645                  2215                      430              33 0.4071 0.3390  0.4864
  35%    16             33-36              2656                  2215                      441              52 0.4112 0.3459  0.6865
  30%    19             33-36              2656                  2215                      441              52 0.4112 0.3459  0.6865
  35%    15             32-35              2645                  2215                      430              47 0.4181 0.3593  0.6803
  30%    18             32-35              2645                  2215                      430              47 0.4181 0.3593  0.6803
  10%    26             34-34              2667                  2215                      452              11 0.4233 0.3606  0.3630
   5%    28             34-34              2667                  2215                      452              11 0.4233 0.3606  0.3630
  20%    44             54-56              3016                  2215                      801              47 0.4239 0.3191  0.7272
  25%    41             54-56              3016                  2215                      801              47 0.4239 0.3191  0.7272
  40%     4             23-27              2510                  2215                      295              82 0.4296 0.2817  0.5208
  15%    26             34-35              2667                  2215                      452              25 0.4309 0.3804  0.7372
  12%    27             34-35              2667                  2215                      452              25 0.4309 0.3804  0.7372
  25%    20             33-35              2656                  2215                      441              36 0.4408 0.3803  0.6594
  20%    23             33-35              2656                  2215                      441              36 0.4408 0.3803  0.6594
   5%    29             35-35              2678                  2215                      463              14 0.4418 0.4022  0.8124
  10%    27             35-35              2678                  2215                      463              14 0.4418 0.4022  0.8124
  15%    25             33-34              2656                  2215                      441              22 0.4446 0.3705  0.2588
  12%    26             33-34              2656                  2215                      441              22 0.4446 0.3705  0.2588
  40%     3             22-26              2493                  2215                      278              82 0.4448 0.2791  0.4317
  15%    46             54-55              3016                  2215                      801              33 0.4457 0.3240  0.7654
  12%    47             54-55              3016                  2215                      801              33 0.4457 0.3240  0.7654
  40%     5             24-28              2525                  2215                      310              83 0.4468 0.2815  0.5261
  35%     6             23-26              2510                  2215                      295              65 0.4590 0.2913  0.4425
  30%     9             23-26              2510                  2215                      295              65 0.4590 0.2913  0.4425
  10%    25             33-33              2656                  2215                      441              11 0.4593 0.3842  0.0146
   5%    27             33-33              2656                  2215                      441              11 0.4593 0.3842  0.0146
   5%     4             10-10              2282                  2215                       67              16 0.4594 0.3664  0.5218
  10%     2             10-10              2282                  2215                       67              16 0.4594 0.3664  0.5218
  30%    10             24-27              2525                  2215                      310              67 0.4643 0.2853  0.4468
  35%     7             24-27              2525                  2215                      310              67 0.4643 0.2853  0.4468
  35%     5             22-25              2493                  2215                      278              66 0.4715 0.2807  0.3330
  30%     8             22-25              2493                  2215                      278              66 0.4715 0.2807  0.3330
  15%     1              9-10              2280                  2215                       65              18 0.4743 0.3875  0.4693
  12%     2              9-10              2280                  2215                       65              18 0.4743 0.3875  0.4693
  40%     2             21-25              2477                  2215                      262              82 0.4745 0.2795  0.3058
  40%     1             20-24              2460                  2215                      245              81 0.4754 0.2948  0.2526
  10%    46             54-54              3016                  2215                      801              17 0.4898 0.3875  0.6354
   5%    48             54-54              3016                  2215                      801              17 0.4898 0.3875  0.6354
  25%    10             23-25              2510                  2215                      295              49 0.4971 0.2952  0.3255
  20%    13             23-25              2510                  2215                      295              49 0.4971 0.2952  0.3255
  25%    11             24-26              2525                  2215                      310              50 0.5097 0.2988  0.3188
  20%    14             24-26              2525                  2215                      310              50 0.5097 0.2988  0.3188
  35%     4             21-24              2477                  2215                      262              64 0.5212 0.2972  0.0714
  30%     7             21-24              2477                  2215                      262              64 0.5212 0.2972  0.0714
   5%     3               9-9              2280                  2215                       65               2 0.5238 0.4940 -0.6443
  10%     1               9-9              2280                  2215                       65               2 0.5238 0.4940 -0.6443
  12%     1               8-9              2280                  2215                       65               2 0.5238 0.4940 -0.6443
  25%     9             22-24              2493                  2215                      278              48 0.5337 0.3086  0.0319
  20%    12             22-24              2493                  2215                      278              48 0.5337 0.3086  0.0319
  15%    16             24-25              2525                  2215                      310              34 0.5774 0.3049  0.1008
  12%    17             24-25              2525                  2215                      310              34 0.5774 0.3049  0.1008
  12%    16             23-24              2510                  2215                      295              31 0.5990 0.3481 -0.1075
  15%    15             23-24              2510                  2215                      295              31 0.5990 0.3481 -0.1075
   5%     2               6-6              2266                  2215                       51              14 0.6476 0.5061  0.4632
   5%    18             24-24              2525                  2215                      310              16 0.8028 0.4143 -1.1806
  10%    16             24-24              2525                  2215                      310              16 0.8028 0.4143 -1.1806
Arquivos .txt salvos em: c:\Users\mpoli\Desktop\UFOP\9 PERIODO\TCC\Scripts\Results\lr_wf_fold_results\united_states_grand_prix\wf_2025
